Column1;Page Url;date-post;Text;Date Stay;title-text;nama-responden;rev;Aspek
532;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2585-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;"We stayed here in a 2bedroom Leisure Suite from 24/6 - 28/6. From check in to check out they were world class the whole way!! The room was immaculate, beds a little hard but bearable, we had a wonderful corner deck that overlooked the water &amp; it was so well set out &amp; very pretty! The downfall would be that the rooms is right next to Cocoon Bar &amp; across from bars on the beach &amp; I have to say the noise every night was insane! They do give you ear plugs in your room which is an indicator of how noisy it can get. Apart from this the hotel really is fantastic, the food @ the Italian Tratorria was first class, the wait service were on point 24/7 &amp; food absolutely delicious :) WE had room service, pool service, restaurant dining &amp; attended the spa facilities (this in itseld is another; …"; ; ; ;Positive;
533;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2375-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Rae L wrote a review Dec 2014;"We thoroughly enjoyed a 2 week stay at the fabulous Double Six Resort in Seminyak late Nov to Mid Dec 2014. My wife &amp; I had a wonderful stay, the room was amazing &amp; large, the brekkies were sensational. the resort itself was opened this year &amp; is a funky modern dream of a hotel with wonderful ocean views... if you've booked waterfront... (which i recommend by the way). we were in the northern side of the resort opposite side to the wonderful roof top bar, where we enjoyed the most beautiful sunset. &amp; Cocoon bar next door. i had no worries with the sultry background music, which we loved actually, sitting on the balcony in the evening before going out to dinner enjoying a couple of duty free drinks...hic! we spent some time by the beautiful massive pool relaxing &amp; reading. all; …";Date of stay: November 2014;Bali Too New;Rae L;Positive;
534;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2410-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;David B wrote a review Nov 2014;"We took advantage of a special offer which gave us 8 nights in a beautifully presented suite at the brand new Double Six Resort just over the road from Legian Beach. The resort is typical Bali, with a grand open entrance and the best staff we've ever encountered, and this includes 4 &amp; 5 star hotels throughout Europe. When you consider the hotel has around 150 rooms - the personal touch from the management team was nothing short of fantastic. Australian establishments could learn a lot from this hotel!! At the moment there is only one restaurant - which overlooks the entrance on one side, and the pool / ocean on the other, and offers a variety of Italian fare, however there is lots of fine dining close by, and in particular - Seminyak which is a cheap taxi ride away. Suites are; …";Date of stay: November 2014;Absolutely Brilliant;David B;Positive;
535;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2505-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;rosemaryVenusBay wrote a review Sep 2014;We took up a Luxury Escapes package deal and were blown away. For a hotel still being finished and working out the small bugs it's excellent. Small bug bears are the constantly changing floor levels, necessitating constant warnings to watch your step , and a better way for older guests to get in and out of the pool. But overall excellent with professional and friendly staff.;Date of stay: September 2014;Loud, late music by night, noisy children by day.;rosemaryVenusBay;Positive;
536;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or310-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Erik wrote a review Apr 2019;We totally enjoyed our stay once again Not surprised with the attention to detail involving the level of service from all the staff as we have experienced this every time we have stayed at DSLH On arrival we requested an ocean view room away from the restaurant this was accomplished without fuss and in a timely manner Before our departure we had a last day “shopping” and ended up with a large Moose head made of wire, one of the staff porters asked if we needed assistance when we saw that he had totally packaged the item far better than us very impressed The rooms are spacious with fantastic ocean and pool views;Date of stay: March 2019;Luxury!;Erik;Positive;
537;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2535-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;We travel to Bali several times a year and have stayed in many luxury hotels and private villas. This time we decided to stay at the new Double Six resort. We are thoroughly enjoying the experience. I would highly recommend to try this place.; ; ; ;Positive;
538;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2500-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Wendy T wrote a review Sep 2014;"We travelled to Bali with another couple. We stumbled on this great looking hotel before we went to Gill T and booked for our final few days before we returned to AU. On arrival we were greeted by the concierge and the General Manager who gave us his business card so if there was anything we needed we should contact him. Well we didn't need to. The staff was fantastic and anything we needed they were there. Room. On arrival, porter took our luggage to the room. When we arrived in our room, our mouths dropped. Room definitely had the WOW factor as soon as you enter. Check in occurred in our room with concierge and butler. We had a very refreshing complimentary cocktail and refresher face towel. We were explained every aspect of the room - with so many features it was amazing.; …";Date of stay: September 2014;5 star at its best;Wendy T;Positive;
539;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or225-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html; ;We usually stay in Nusa Dua however our experience in Seminyak was great. The ocean view suite was very spacious and clean. We loved the butler service and the very friendly and attentive team working at the hotel. Close walking distance to shops and day spas. We have come away feeling relaxed and would most certainly stay at the hotel again next time we visit Bali. Thank you for looking after us.; ; ; ;Positive;
540;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2470-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Eamonn O wrote a review Oct 2014;We visited this hotel on a package heavily discounted from the rack rate presumably as part of a promotion of it. What a bargain! The hotel is new and part of it is still being constructed but without interfering with the completed section. The staff are helpful with excellent service and the food is excellent. It's heavily air-conditioned. Rooms facing the neighbouring Cocoon Bar would be noisy including into the night so avoiding those would be a good idea. It's hard to think of any criticisms of the hotel. At full tariff it might be competing against the 'name' luxury resorts but at the present prices it's an absolute bargain!;Date of stay: October 2014;If you like waiting your in the right place;Eamonn O;Positive;
541;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2415-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Mary_Crothers wrote a review Nov 2014;we were fortunate to secure a 8 night package. Room quality was great. Huge king size bed with a great mattress and quality bedding. The staff were without doubt the best trained and most accommodating we have experienced. The Italian themed restaurant was true to its theme with many genuine dishes superbly presented. Amazing 120 metre pool which wraps around the beach side of the resort. On checking out the resort has a well equipped lounge to provide some snacks and refreshment free of charge pending transfer to the airport. Quality spa and treatment facilities. Staff are well trained and really know what they are doing. Our favourite morning drink was without doubt the Granita Expresso. Crushed ice with a double shot of Expresso and milk and cream to top it off.;Date of stay: November 2014;Wonderful Stay;Mary_Crothers;Positive;
542;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2355-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Laura T wrote a review Jan 2015;We were lucky enough to be told about this brand new restaurant whilst on holiday in Bali! It had only been open 9 days when we dined for dinner. An opulent bar to feast your eyes on, so many amazing features to look at. A great Gatsby feel to it with a relaxed and inviting atmosphere. Food was delicious, I had the tiger prawns and they didn't disappoint. Wine list brilliant and excellent value for money. By far the best place I've eaten at for a long time, and not just in Bali. We were lucky enough to be there the night Robert Marchetti was also there (Syd icebergs) and he came over and welcomed us and took the time to chat. Make sure you book ahead as this place will be booked out in no time! It's a winner, can't wait to go back!;Date of stay: December 2014;Luxurious Room with Excellent Service;Laura T;Positive;
543;https://www.tripadvisor.com/Hotel_Review-g469404-d6556373-Reviews-or2590-Double_Six_Luxury_Hotel_Seminyak-Seminyak_Kuta_District_Bali.html;Adrian wrote a review Jun 2014;"We were lucky to stay here for 8 nights in June 2014. The thing we will always remember is the warmth of the amazing staff. Their smiles made every day special. The hotel is right on the beach, so that when you are in the pool, you feel can look over the edge to the beach and sea meters away. You are not cut off from the real Bali, but can wander down a few steps and be among cafes and surf schools in seconds. On a balcony above the pool is the restaurant which serves an amazing breakfast with some of the best coffee we have come across. The rooms are large and well designed, and the day spa a two level extravaganza of pampering. We dined in the restaurant at night and the tuna fillets were extraordinary. To have achieved all this in such a short time since opening is a; …";Date of stay: June 2014;Amazing 5 day stay!;Adrian;Positive;
